theta0;omega0;theta1;omega1;
0.519;5.64;-33.3;5.15;
0.525;5.64;-33.3;5.22;
0.531;5.65;-33.3;5.28;
0.536;5.65;-33.3;5.35;
0.542;5.65;-33.3;5.41;
0.548;5.65;-33.3;5.48;
0.553;5.65;-33.2;5.54;
0.559;5.65;-33.2;5.61;
0.565;5.66;-33.2;5.67;
0.57;5.66;-33.2;5.74;
0.576;5.66;-33.2;5.8;
0.582;5.66;-33.2;5.86;
0.587;5.66;-33.2;5.93;
0.593;5.66;-33.2;5.99;
0.599;5.66;-33.2;6.05;
0.604;5.66;-33.2;6.11;
0.61;5.66;-33.2;6.18;
0.616;5.65;-33.2;6.24;
0.621;5.65;-33.2;6.3;
0.627;5.65;-33.2;6.36;
0.632;5.65;-33.2;6.42;
0.638;5.65;-33.2;6.48;
0.644;5.65;-33.2;6.54;
0.649;5.64;-33.1;6.6;
0.655;5.64;-33.1;6.66;
0.661;5.64;-33.1;6.72;
0.666;5.63;-33.1;6.78;
0.672;5.63;-33.1;6.83;
0.678;5.63;-33.1;6.89;
0.683;5.62;-33.1;6.95;
0.689;5.62;-33.1;7.01;
0.694;5.61;-33.1;7.06;
0.7;5.61;-33.1;7.12;
0.706;5.6;-33.1;7.18;
0.711;5.6;-33.1;7.23;
0.717;5.59;-33.1;7.29;
0.722;5.59;-33.1;7.34;
0.728;5.58;-33;7.4;
0.734;5.57;-33;7.45;
0.739;5.57;-33;7.5;
0.745;5.56;-33;7.56;
0.75;5.55;-33;7.61;
0.756;5.54;-33;7.66;
0.761;5.53;-33;7.71;
0.767;5.53;-33;7.76;
0.772;5.52;-33;7.81;
0.778;5.51;-33;7.87;
0.783;5.5;-33;7.92;
0.789;5.49;-33;7.97;
0.794;5.48;-33;8.01;
0.8;5.47;-32.9;8.06;
0.805;5.46;-32.9;8.11;
0.811;5.45;-32.9;8.16;
0.816;5.44;-32.9;8.21;
0.822;5.42;-32.9;8.25;
0.827;5.41;-32.9;8.3;
0.833;5.4;-32.9;8.35;
0.838;5.39;-32.9;8.39;
0.843;5.38;-32.9;8.44;
0.849;5.36;-32.9;8.48;
0.854;5.35;-32.9;8.53;
0.859;5.33;-32.9;8.57;
0.865;5.32;-32.8;8.61;
0.87;5.31;-32.8;8.65;
0.875;5.29;-32.8;8.7;
0.881;5.28;-32.8;8.74;
0.886;5.26;-32.8;8.78;
0.891;5.25;-32.8;8.82;
0.896;5.23;-32.8;8.86;
0.902;5.21;-32.8;8.9;
0.907;5.2;-32.8;8.94;
0.912;5.18;-32.8;8.98;
0.917;5.16;-32.8;9.02;
0.922;5.15;-32.8;9.05;
0.927;5.13;-32.7;9.09;
0.933;5.11;-32.7;9.13;
0.938;5.09;-32.7;9.17;
0.943;5.07;-32.7;9.2;
0.948;5.05;-32.7;9.24;
0.953;5.03;-32.7;9.27;
0.958;5.01;-32.7;9.31;
0.963;4.99;-32.7;9.34;
0.968;4.97;-32.7;9.37;
0.973;4.95;-32.7;9.41;
0.978;4.93;-32.6;9.44;
0.983;4.91;-32.6;9.47;
0.988;4.89;-32.6;9.5;
0.992;4.87;-32.6;9.53;
0.997;4.84;-32.6;9.56;
1;4.82;-32.6;9.59;
1.01;4.8;-32.6;9.62;
1.01;4.77;-32.6;9.65;
1.02;4.75;-32.6;9.68;
1.02;4.73;-32.6;9.71;
1.03;4.7;-32.6;9.74;
1.03;4.68;-32.5;9.76;
1.04;4.65;-32.5;9.79;
1.04;4.63;-32.5;9.82;
1.04;4.6;-32.5;9.84;
1.05;4.58;-32.5;9.87;
1.05;4.55;-32.5;9.89;
1.06;4.53;-32.5;9.92;
1.06;4.5;-32.5;9.94;
1.07;4.47;-32.5;9.97;
1.07;4.45;-32.5;9.99;
1.08;4.42;-32.4;10;
1.08;4.39;-32.4;10;
1.08;4.36;-32.4;10.1;
1.09;4.34;-32.4;10.1;
1.09;4.31;-32.4;10.1;
1.1;4.28;-32.4;10.1;
1.1;4.25;-32.4;10.1;
1.11;4.22;-32.4;10.2;
1.11;4.19;-32.4;10.2;
1.11;4.16;-32.4;10.2;
1.12;4.13;-32.3;10.2;
1.12;4.1;-32.3;10.2;
1.13;4.07;-32.3;10.3;
1.13;4.04;-32.3;10.3;
1.14;4.01;-32.3;10.3;
1.14;3.98;-32.3;10.3;
1.14;3.95;-32.3;10.3;
1.15;3.92;-32.3;10.3;
1.15;3.89;-32.3;10.4;
1.15;3.85;-32.3;10.4;
1.16;3.82;-32.2;10.4;
1.16;3.79;-32.2;10.4;
1.17;3.76;-32.2;10.4;
1.17;3.73;-32.2;10.4;
1.17;3.69;-32.2;10.4;
1.18;3.66;-32.2;10.5;
1.18;3.63;-32.2;10.5;
1.18;3.59;-32.2;10.5;
1.19;3.56;-32.2;10.5;
1.19;3.52;-32.1;10.5;
1.2;3.49;-32.1;10.5;
1.2;3.46;-32.1;10.5;
1.2;3.42;-32.1;10.6;
1.21;3.39;-32.1;10.6;
1.21;3.35;-32.1;10.6;
1.21;3.32;-32.1;10.6;
1.22;3.28;-32.1;10.6;
1.22;3.25;-32.1;10.6;
1.22;3.21;-32.1;10.6;
1.23;3.18;-32;10.6;
1.23;3.14;-32;10.6;
1.23;3.1;-32;10.7;
1.23;3.07;-32;10.7;
1.24;3.03;-32;10.7;
1.24;3;-32;10.7;
1.24;2.96;-32;10.7;
1.25;2.92;-32;10.7;
1.25;2.89;-32;10.7;
1.25;2.85;-31.9;10.7;
1.26;2.81;-31.9;10.7;
1.26;2.78;-31.9;10.8;
1.26;2.74;-31.9;10.8;
1.26;2.7;-31.9;10.8;
1.27;2.66;-31.9;10.8;
1.27;2.63;-31.9;10.8;
1.27;2.59;-31.9;10.8;
1.27;2.55;-31.9;10.8;
1.28;2.51;-31.8;10.8;
1.28;2.47;-31.8;10.8;
1.28;2.44;-31.8;10.8;
1.28;2.4;-31.8;10.9;
1.29;2.36;-31.8;10.9;
1.29;2.32;-31.8;10.9;
1.29;2.28;-31.8;10.9;
1.29;2.24;-31.8;10.9;
1.3;2.2;-31.8;10.9;
1.3;2.16;-31.7;10.9;
1.3;2.13;-31.7;10.9;
1.3;2.09;-31.7;10.9;
1.3;2.05;-31.7;11;
1.31;2.01;-31.7;11;
1.31;1.97;-31.7;11;
1.31;1.93;-31.7;11;
1.31;1.89;-31.7;11;
1.31;1.85;-31.7;11;
1.32;1.81;-31.6;11;
1.32;1.77;-31.6;11;
1.32;1.73;-31.6;11.1;
1.32;1.69;-31.6;11.1;
1.32;1.65;-31.6;11.1;
1.32;1.61;-31.6;11.1;
1.33;1.57;-31.6;11.1;
1.33;1.53;-31.6;11.1;
1.33;1.49;-31.6;11.1;
1.33;1.45;-31.6;11.2;
1.33;1.4;-31.5;11.2;
1.33;1.36;-31.5;11.2;
1.33;1.32;-31.5;11.2;
1.34;1.28;-31.5;11.2;
1.34;1.24;-31.5;11.2;
1.34;1.2;-31.5;11.3;
1.34;1.16;-31.5;11.3;
1.34;1.11;-31.5;11.3;
1.34;1.07;-31.4;11.3;
1.34;1.03;-31.4;11.3;
1.34;0.989;-31.4;11.4;
1.34;0.947;-31.4;11.4;
1.35;0.905;-31.4;11.4;
1.35;0.862;-31.4;11.4;
1.35;0.82;-31.4;11.4;
1.35;0.777;-31.4;11.5;
1.35;0.734;-31.4;11.5;
1.35;0.691;-31.3;11.5;
1.35;0.648;-31.3;11.5;
1.35;0.605;-31.3;11.6;
1.35;0.561;-31.3;11.6;
1.35;0.518;-31.3;11.6;
1.35;0.474;-31.3;11.6;
1.35;0.43;-31.3;11.7;
1.35;0.386;-31.3;11.7;
1.35;0.342;-31.3;11.7;
1.35;0.298;-31.2;11.8;
1.35;0.253;-31.2;11.8;
1.35;0.209;-31.2;11.8;
1.35;0.164;-31.2;11.8;
1.35;0.119;-31.2;11.9;
1.35;0.0735;-31.2;11.9;
1.35;0.028;-31.2;12;
1.35;-0.0176;-31.2;12;
1.35;-0.0635;-31.1;12;
1.35;-0.11;-31.1;12.1;
1.35;-0.156;-31.1;12.1;
1.35;-0.202;-31.1;12.1;
1.35;-0.249;-31.1;12.2;
1.35;-0.296;-31.1;12.2;
1.35;-0.343;-31.1;12.3;
1.35;-0.39;-31.1;12.3;
1.35;-0.438;-31;12.4;
1.35;-0.486;-31;12.4;
1.35;-0.534;-31;12.5;
1.35;-0.583;-31;12.5;
1.35;-0.631;-31;12.6;
1.35;-0.68;-31;12.6;
1.35;-0.729;-31;12.7;
1.35;-0.779;-31;12.7;
1.35;-0.828;-30.9;12.8;
1.35;-0.878;-30.9;12.8;
1.35;-0.929;-30.9;12.9;
1.35;-0.979;-30.9;12.9;
1.34;-1.03;-30.9;13;
1.34;-1.08;-30.9;13.1;
1.34;-1.13;-30.9;13.1;
1.34;-1.18;-30.9;13.2;
1.34;-1.24;-30.8;13.3;
1.34;-1.29;-30.8;13.3;
1.34;-1.34;-30.8;13.4;
1.34;-1.39;-30.8;13.5;
1.33;-1.45;-30.8;13.5;
1.33;-1.5;-30.8;13.6;
1.33;-1.55;-30.8;13.7;
1.33;-1.61;-30.8;13.7;
1.33;-1.66;-30.7;13.8;
1.33;-1.71;-30.7;13.9;
1.32;-1.77;-30.7;14;
1.32;-1.82;-30.7;14.1;
1.32;-1.87;-30.7;14.1;
1.32;-1.93;-30.7;14.2;
1.32;-1.98;-30.7;14.3;
1.32;-2.04;-30.6;14.4;
1.31;-2.09;-30.6;14.5;
1.31;-2.14;-30.6;14.6;
1.31;-2.2;-30.6;14.6;
1.31;-2.25;-30.6;14.7;
1.3;-2.3;-30.6;14.8;
1.3;-2.35;-30.5;14.9;
1.3;-2.4;-30.5;15;
1.3;-2.46;-30.5;15.1;
1.29;-2.51;-30.5;15.1;
1.29;-2.56;-30.5;15.2;
1.29;-2.6;-30.5;15.3;
1.29;-2.65;-30.5;15.4;
1.28;-2.7;-30.4;15.4;
1.28;-2.74;-30.4;15.5;
1.28;-2.79;-30.4;15.6;
1.28;-2.83;-30.4;15.7;
1.27;-2.87;-30.4;15.7;
1.27;-2.91;-30.4;15.8;
1.27;-2.94;-30.3;15.8;
1.26;-2.98;-30.3;15.9;
1.26;-3.01;-30.3;16;
1.26;-3.04;-30.3;16;
1.26;-3.07;-30.3;16;
1.25;-3.09;-30.3;16.1;
1.25;-3.12;-30.3;16.1;
1.25;-3.14;-30.2;16.1;
1.24;-3.15;-30.2;16.1;
1.24;-3.17;-30.2;16.2;
1.24;-3.18;-30.2;16.2;
1.23;-3.19;-30.2;16.2;
1.23;-3.2;-30.2;16.2;
1.23;-3.2;-30.1;16.1;
1.22;-3.2;-30.1;16.1;
1.22;-3.2;-30.1;16.1;
1.22;-3.2;-30.1;16.1;
1.21;-3.19;-30.1;16;
1.21;-3.18;-30.1;16;
1.21;-3.17;-30;15.9;
1.2;-3.15;-30;15.9;
1.2;-3.14;-30;15.8;
1.2;-3.12;-30;15.8;
1.2;-3.1;-30;15.7;
1.19;-3.07;-30;15.7;
1.19;-3.05;-29.9;15.6;
1.19;-3.02;-29.9;15.5;
1.18;-3;-29.9;15.4;
1.18;-2.97;-29.9;15.3;
1.18;-2.94;-29.9;15.3;
1.17;-2.91;-29.9;15.2;
1.17;-2.88;-29.9;15.1;
1.17;-2.84;-29.8;15;
1.17;-2.81;-29.8;14.9;
1.16;-2.78;-29.8;14.8;
1.16;-2.74;-29.8;14.7;
1.16;-2.71;-29.8;14.7;
1.15;-2.67;-29.8;14.6;
1.15;-2.63;-29.8;14.5;
1.15;-2.6;-29.7;14.4;
1.15;-2.56;-29.7;14.3;
1.14;-2.53;-29.7;14.2;
1.14;-2.49;-29.7;14.1;
1.14;-2.45;-29.7;14;
1.14;-2.42;-29.7;14;
1.13;-2.38;-29.7;13.9;
1.13;-2.34;-29.6;13.8;
1.13;-2.31;-29.6;13.7;
1.13;-2.27;-29.6;13.6;
1.13;-2.23;-29.6;13.5;
1.12;-2.2;-29.6;13.5;
1.12;-2.16;-29.6;13.4;
1.12;-2.13;-29.6;13.3;
1.12;-2.09;-29.5;13.2;
1.11;-2.06;-29.5;13.1;
1.11;-2.02;-29.5;13.1;
1.11;-1.99;-29.5;13;
1.11;-1.96;-29.5;12.9;
1.11;-1.92;-29.5;12.9;
1.1;-1.89;-29.5;12.8;
1.1;-1.86;-29.5;12.7;
1.1;-1.82;-29.4;12.7;
1.1;-1.79;-29.4;12.6;
1.1;-1.76;-29.4;12.5;
1.1;-1.73;-29.4;12.5;
1.09;-1.7;-29.4;12.4;
1.09;-1.67;-29.4;12.4;
1.09;-1.63;-29.4;12.3;
1.09;-1.6;-29.4;12.2;
1.09;-1.57;-29.3;12.2;
1.09;-1.55;-29.3;12.1;
1.08;-1.52;-29.3;12.1;
1.08;-1.49;-29.3;12;
1.08;-1.46;-29.3;12;
1.08;-1.43;-29.3;11.9;
1.08;-1.4;-29.3;11.9;
1.08;-1.37;-29.3;11.8;
1.08;-1.35;-29.2;11.8;
1.07;-1.32;-29.2;11.7;
1.07;-1.29;-29.2;11.7;
1.07;-1.27;-29.2;11.7;
1.07;-1.24;-29.2;11.6;
1.07;-1.21;-29.2;11.6;
1.07;-1.19;-29.2;11.5;
1.07;-1.16;-29.2;11.5;
1.07;-1.14;-29.2;11.5;
1.06;-1.11;-29.1;11.4;
1.06;-1.09;-29.1;11.4;
1.06;-1.06;-29.1;11.4;
1.06;-1.04;-29.1;11.3;
1.06;-1.01;-29.1;11.3;
1.06;-0.988;-29.1;11.3;
1.06;-0.964;-29.1;11.2;
1.06;-0.941;-29.1;11.2;
1.06;-0.917;-29.1;11.2;
1.06;-0.894;-29;11.2;
1.05;-0.871;-29;11.1;
1.05;-0.848;-29;11.1;
1.05;-0.825;-29;11.1;
1.05;-0.802;-29;11.1;
1.05;-0.78;-29;11;
1.05;-0.757;-29;11;
1.05;-0.735;-29;11;
1.05;-0.713;-29;11;
1.05;-0.691;-28.9;10.9;
1.05;-0.669;-28.9;10.9;
1.05;-0.648;-28.9;10.9;
1.05;-0.626;-28.9;10.9;
1.05;-0.605;-28.9;10.9;
1.05;-0.583;-28.9;10.9;
1.04;-0.562;-28.9;10.8;
1.04;-0.541;-28.9;10.8;
1.04;-0.52;-28.9;10.8;
1.04;-0.499;-28.8;10.8;
1.04;-0.479;-28.8;10.8;
1.04;-0.458;-28.8;10.8;
1.04;-0.437;-28.8;10.8;
1.04;-0.417;-28.8;10.8;
1.04;-0.396;-28.8;10.7;
1.04;-0.376;-28.8;10.7;
1.04;-0.356;-28.8;10.7;
1.04;-0.336;-28.8;10.7;
1.04;-0.316;-28.7;10.7;
1.04;-0.295;-28.7;10.7;
1.04;-0.275;-28.7;10.7;
1.04;-0.256;-28.7;10.7;
1.04;-0.236;-28.7;10.7;
1.04;-0.216;-28.7;10.7;
1.04;-0.196;-28.7;10.7;
1.04;-0.176;-28.7;10.7;
1.04;-0.157;-28.7;10.7;
1.04;-0.137;-28.7;10.7;
1.04;-0.117;-28.6;10.7;
1.04;-0.0975;-28.6;10.7;
1.04;-0.0779;-28.6;10.7;
1.04;-0.0584;-28.6;10.7;
1.04;-0.0388;-28.6;10.7;
1.04;-0.0193;-28.6;10.7;
1.04;0.000242;-28.6;10.7;
1.04;0.0198;-28.6;10.7;
1.04;0.0393;-28.6;10.7;
1.04;0.0588;-28.5;10.7;
1.04;0.0782;-28.5;10.7;
1.04;0.0977;-28.5;10.7;
1.04;0.117;-28.5;10.7;
1.04;0.137;-28.5;10.7;
1.04;0.156;-28.5;10.7;
1.04;0.176;-28.5;10.7;
1.04;0.195;-28.5;10.7;
1.04;0.215;-28.5;10.8;
1.04;0.234;-28.4;10.8;
1.04;0.254;-28.4;10.8;
1.04;0.274;-28.4;10.8;
1.04;0.293;-28.4;10.8;
1.04;0.313;-28.4;10.8;
1.04;0.333;-28.4;10.8;
1.04;0.352;-28.4;10.8;
1.04;0.372;-28.4;10.9;
1.04;0.392;-28.4;10.9;
1.04;0.412;-28.4;10.9;
1.04;0.432;-28.3;10.9;
1.04;0.452;-28.3;10.9;
1.04;0.471;-28.3;10.9;
1.04;0.491;-28.3;10.9;
1.04;0.512;-28.3;11;
1.04;0.532;-28.3;11;
1.04;0.552;-28.3;11;
1.05;0.572;-28.3;11;
1.05;0.592;-28.3;11;
1.05;0.613;-28.2;11.1;
1.05;0.633;-28.2;11.1;
1.05;0.653;-28.2;11.1;
1.05;0.674;-28.2;11.1;
1.05;0.694;-28.2;11.2;
1.05;0.715;-28.2;11.2;
1.05;0.736;-28.2;11.2;
1.05;0.756;-28.2;11.2;
1.05;0.777;-28.2;11.3;
1.05;0.798;-28.1;11.3;
1.05;0.819;-28.1;11.3;
1.05;0.84;-28.1;11.3;
1.06;0.861;-28.1;11.4;
1.06;0.882;-28.1;11.4;
1.06;0.903;-28.1;11.4;
1.06;0.924;-28.1;11.5;
1.06;0.946;-28.1;11.5;
1.06;0.967;-28;11.5;
1.06;0.988;-28;11.6;
1.06;1.01;-28;11.6;
1.06;1.03;-28;11.6;
1.06;1.05;-28;11.7;
1.06;1.07;-28;11.7;
1.07;1.1;-28;11.7;
1.07;1.12;-28;11.8;
1.07;1.14;-28;11.8;
1.07;1.16;-27.9;11.8;
1.07;1.18;-27.9;11.9;
1.07;1.2;-27.9;11.9;
1.07;1.23;-27.9;11.9;
1.07;1.25;-27.9;12;
1.08;1.27;-27.9;12;
1.08;1.29;-27.9;12.1;
1.08;1.31;-27.9;12.1;
1.08;1.34;-27.8;12.1;
1.08;1.36;-27.8;12.2;
1.08;1.38;-27.8;12.2;
1.08;1.4;-27.8;12.3;
1.08;1.42;-27.8;12.3;
1.09;1.44;-27.8;12.3;
1.09;1.47;-27.8;12.4;
1.09;1.49;-27.8;12.4;
1.09;1.51;-27.8;12.5;
1.09;1.53;-27.7;12.5;
1.09;1.55;-27.7;12.6;
1.1;1.57;-27.7;12.6;
1.1;1.59;-27.7;12.6;
1.1;1.61;-27.7;12.7;
1.1;1.63;-27.7;12.7;
1.1;1.65;-27.7;12.8;
1.1;1.67;-27.6;12.8;
1.11;1.69;-27.6;12.9;
1.11;1.71;-27.6;12.9;
1.11;1.73;-27.6;13;
1.11;1.75;-27.6;13;
1.11;1.77;-27.6;13;
1.11;1.79;-27.6;13.1;
1.12;1.81;-27.6;13.1;
1.12;1.83;-27.5;13.2;
1.12;1.84;-27.5;13.2;
1.12;1.86;-27.5;13.3;
1.12;1.88;-27.5;13.3;
1.12;1.89;-27.5;13.3;
1.13;1.91;-27.5;13.4;
1.13;1.92;-27.5;13.4;
1.13;1.94;-27.5;13.5;
1.13;1.95;-27.4;13.5;
1.13;1.96;-27.4;13.5;
1.14;1.98;-27.4;13.6;
1.14;1.99;-27.4;13.6;
1.14;2;-27.4;13.7;
1.14;2.01;-27.4;13.7;
1.14;2.02;-27.4;13.7;
1.15;2.03;-27.3;13.8;
1.15;2.04;-27.3;13.8;
1.15;2.05;-27.3;13.8;
1.15;2.05;-27.3;13.8;
1.15;2.06;-27.3;13.9;
1.16;2.06;-27.3;13.9;
1.16;2.07;-27.3;13.9;
1.16;2.07;-27.2;13.9;
1.16;2.07;-27.2;14;
1.16;2.07;-27.2;14;
1.17;2.07;-27.2;14;
1.17;2.07;-27.2;14;
1.17;2.07;-27.2;14;
1.17;2.07;-27.2;14;
1.18;2.06;-27.1;14;
1.18;2.06;-27.1;14;
1.18;2.05;-27.1;14;
1.18;2.05;-27.1;14.1;
1.18;2.04;-27.1;14.1;
1.19;2.03;-27.1;14.1;
1.19;2.02;-27.1;14;
1.19;2;-27;14;
1.19;1.99;-27;14;
1.19;1.98;-27;14;
1.2;1.96;-27;14;
1.2;1.95;-27;14;
1.2;1.93;-27;14;
1.2;1.91;-27;14;
1.2;1.89;-27;14;
1.21;1.87;-26.9;13.9;
1.21;1.85;-26.9;13.9;
1.21;1.83;-26.9;13.9;
1.21;1.81;-26.9;13.9;
1.21;1.78;-26.9;13.8;
1.21;1.76;-26.9;13.8;
1.22;1.73;-26.9;13.8;
1.22;1.7;-26.8;13.7;
1.22;1.68;-26.8;13.7;
1.22;1.65;-26.8;13.7;
1.22;1.62;-26.8;13.6;
1.22;1.59;-26.8;13.6;
1.23;1.56;-26.8;13.6;
1.23;1.53;-26.8;13.5;
1.23;1.49;-26.7;13.5;
1.23;1.46;-26.7;13.4;
1.23;1.43;-26.7;13.4;
1.23;1.39;-26.7;13.4;
1.23;1.36;-26.7;13.3;
1.24;1.32;-26.7;13.3;
1.24;1.29;-26.7;13.2;
1.24;1.25;-26.7;13.2;
1.24;1.21;-26.6;13.1;
1.24;1.18;-26.6;13.1;
1.24;1.14;-26.6;13;
1.24;1.1;-26.6;13;
1.24;1.06;-26.6;12.9;
1.25;1.03;-26.6;12.9;
1.25;0.988;-26.6;12.8;
1.25;0.949;-26.5;12.8;
1.25;0.91;-26.5;12.7;
1.25;0.87;-26.5;12.7;
1.25;0.831;-26.5;12.6;
1.25;0.791;-26.5;12.6;
1.25;0.751;-26.5;12.5;
1.25;0.711;-26.5;12.5;
1.25;0.671;-26.5;12.4;
1.25;0.631;-26.4;12.4;
1.25;0.59;-26.4;12.4;
1.25;0.55;-26.4;12.3;
1.26;0.509;-26.4;12.3;
1.26;0.469;-26.4;12.2;
1.26;0.428;-26.4;12.2;
1.26;0.388;-26.4;12.1;
1.26;0.347;-26.4;12.1;
1.26;0.306;-26.3;12;
1.26;0.266;-26.3;12;
1.26;0.225;-26.3;11.9;
1.26;0.185;-26.3;11.9;
1.26;0.144;-26.3;11.8;
1.26;0.104;-26.3;11.8;
1.26;0.0636;-26.3;11.8;
1.26;0.0233;-26.3;11.7;
1.26;-0.0169;-26.3;11.7;
1.26;-0.057;-26.2;11.6;
1.26;-0.0971;-26.2;11.6;
1.26;-0.137;-26.2;11.6;
1.26;-0.177;-26.2;11.5;
1.26;-0.217;-26.2;11.5;
1.26;-0.256;-26.2;11.4;
1.26;-0.296;-26.2;11.4;
1.26;-0.336;-26.2;11.4;
1.26;-0.375;-26.2;11.3;
1.26;-0.414;-26.1;11.3;
1.26;-0.453;-26.1;11.3;
1.26;-0.493;-26.1;11.2;
1.25;-0.532;-26.1;11.2;
1.25;-0.57;-26.1;11.2;
1.25;-0.609;-26.1;11.2;
1.25;-0.648;-26.1;11.1;
1.25;-0.686;-26.1;11.1;
1.25;-0.725;-26.1;11.1;
1.25;-0.763;-26;11;
1.25;-0.801;-26;11;
1.25;-0.84;-26;11;
1.25;-0.878;-26;11;
1.25;-0.916;-26;10.9;
1.25;-0.953;-26;10.9;
1.25;-0.991;-26;10.9;
1.24;-1.03;-26;10.9;
1.24;-1.07;-26;10.9;
1.24;-1.1;-25.9;10.8;
1.24;-1.14;-25.9;10.8;
1.24;-1.18;-25.9;10.8;
1.24;-1.22;-25.9;10.8;
1.24;-1.25;-25.9;10.8;
1.24;-1.29;-25.9;10.8;
1.24;-1.33;-25.9;10.7;
1.23;-1.36;-25.9;10.7;
1.23;-1.4;-25.9;10.7;
1.23;-1.44;-25.8;10.7;
1.23;-1.48;-25.8;10.7;
1.23;-1.51;-25.8;10.7;
1.23;-1.55;-25.8;10.7;
1.23;-1.59;-25.8;10.7;
1.22;-1.62;-25.8;10.7;
1.22;-1.66;-25.8;10.7;
1.22;-1.7;-25.8;10.7;
1.22;-1.73;-25.8;10.7;
1.22;-1.77;-25.7;10.7;
1.22;-1.81;-25.7;10.7;
1.21;-1.84;-25.7;10.7;
1.21;-1.88;-25.7;10.7;
1.21;-1.92;-25.7;10.7;
1.21;-1.95;-25.7;10.7;
1.21;-1.99;-25.7;10.7;
1.2;-2.03;-25.7;10.7;
1.2;-2.06;-25.7;10.7;
1.2;-2.1;-25.7;10.7;
1.2;-2.14;-25.6;10.7;
1.2;-2.18;-25.6;10.7;
1.19;-2.21;-25.6;10.7;
1.19;-2.25;-25.6;10.7;
1.19;-2.29;-25.6;10.7;
1.19;-2.33;-25.6;10.8;
1.18;-2.36;-25.6;10.8;
1.18;-2.4;-25.6;10.8;
1.18;-2.44;-25.6;10.8;
1.18;-2.48;-25.5;10.8;
1.17;-2.52;-25.5;10.8;
1.17;-2.55;-25.5;10.9;
1.17;-2.59;-25.5;10.9;
1.17;-2.63;-25.5;10.9;
1.16;-2.67;-25.5;10.9;
1.16;-2.71;-25.5;11;
1.16;-2.75;-25.5;11;
1.16;-2.79;-25.5;11;
1.15;-2.83;-25.4;11;
1.15;-2.87;-25.4;11.1;
1.15;-2.91;-25.4;11.1;
1.14;-2.95;-25.4;11.1;
1.14;-2.99;-25.4;11.2;
1.14;-3.03;-25.4;11.2;
1.13;-3.07;-25.4;11.2;
1.13;-3.12;-25.4;11.3;
1.13;-3.16;-25.4;11.3;
1.13;-3.2;-25.3;11.4;
1.12;-3.24;-25.3;11.4;
1.12;-3.29;-25.3;11.5;
1.12;-3.33;-25.3;11.5;
1.11;-3.38;-25.3;11.6;
1.11;-3.42;-25.3;11.6;
1.11;-3.46;-25.3;11.7;
1.1;-3.51;-25.3;11.7;
1.1;-3.56;-25.3;11.8;
1.09;-3.6;-25.2;11.8;
1.09;-3.65;-25.2;11.9;
1.09;-3.7;-25.2;12;
1.08;-3.75;-25.2;12;
1.08;-3.79;-25.2;12.1;
1.08;-3.84;-25.2;12.2;
1.07;-3.89;-25.2;12.2;
1.07;-3.94;-25.2;12.3;
1.06;-4;-25.1;12.4;
1.06;-4.05;-25.1;12.5;
1.06;-4.1;-25.1;12.5;
1.05;-4.15;-25.1;12.6;
1.05;-4.21;-25.1;12.7;
1.04;-4.26;-25.1;12.8;
1.04;-4.32;-25.1;12.9;
1.04;-4.37;-25.1;13;
1.03;-4.43;-25;13.1;
1.03;-4.49;-25;13.2;
1.02;-4.55;-25;13.3;
1.02;-4.61;-25;13.4;
1.01;-4.67;-25;13.5;
1.01;-4.73;-25;13.6;
1;-4.79;-25;13.7;
0.998;-4.85;-24.9;13.8;
0.994;-4.91;-24.9;13.9;
0.989;-4.98;-24.9;14.1;
0.984;-5.04;-24.9;14.2;
0.979;-5.11;-24.9;14.3;
0.973;-5.18;-24.9;14.4;
0.968;-5.24;-24.9;14.6;
0.963;-5.31;-24.8;14.7;
0.958;-5.38;-24.8;14.9;
0.952;-5.45;-24.8;15;
0.947;-5.52;-24.8;15.1;
0.941;-5.59;-24.8;15.3;
0.935;-5.66;-24.8;15.4;
0.93;-5.73;-24.8;15.6;
0.924;-5.81;-24.7;15.7;
0.918;-5.88;-24.7;15.9;
0.912;-5.95;-24.7;16;
0.906;-6.02;-24.7;16.2;
0.9;-6.09;-24.7;16.3;
0.894;-6.16;-24.7;16.5;
0.888;-6.23;-24.6;16.6;
0.882;-6.3;-24.6;16.8;
0.875;-6.36;-24.6;16.9;
0.869;-6.43;-24.6;17.1;
0.862;-6.49;-24.6;17.2;
0.856;-6.55;-24.6;17.3;
0.849;-6.61;-24.5;17.4;
0.843;-6.66;-24.5;17.6;
0.836;-6.71;-24.5;17.7;
0.829;-6.76;-24.5;17.8;
0.822;-6.8;-24.5;17.9;
0.816;-6.84;-24.5;17.9;
0.809;-6.87;-24.4;18;
0.802;-6.9;-24.4;18;
0.795;-6.93;-24.4;18.1;
0.788;-6.94;-24.4;18.1;
0.781;-6.96;-24.4;18.1;
0.774;-6.96;-24.3;18.1;
0.767;-6.97;-24.3;18.1;
0.76;-6.96;-24.3;18.1;
0.753;-6.95;-24.3;18;
0.746;-6.94;-24.3;18;
0.739;-6.92;-24.3;17.9;
0.732;-6.89;-24.2;17.9;
0.726;-6.86;-24.2;17.8;
0.719;-6.83;-24.2;17.7;
0.712;-6.79;-24.2;17.6;
0.705;-6.75;-24.2;17.4;
0.698;-6.71;-24.2;17.3;
0.692;-6.66;-24.1;17.2;
0.685;-6.61;-24.1;17;
0.679;-6.56;-24.1;16.9;
0.672;-6.5;-24.1;16.7;
